,Category,Rating,Reviews,Size,Installs,Price,Content Rating,Genres,Rated 4.4 or more
191,4,4.3,32584.0,0.0,1000000.0,0.0,0.0,6,-1
192,4,4.1,217730.0,0.0,50000000.0,0.0,0.0,6,-1
193,4,4.4,70991.0,0.0,5000000.0,0.0,0.0,6,1
194,4,4.3,1002861.0,35.0,100000000.0,0.0,0.0,6,-1
195,4,3.9,16589.0,9.1,1000000.0,0.0,0.0,6,-1
196,4,4.8,148945.0,25.0,1000000.0,0.0,0.0,6,1
197,4,4.5,4458.0,3.9,500000.0,0.0,0.0,6,1
198,4,4.4,62272.0,18.0,10000000.0,0.0,0.0,6,1
199,4,4.0,8941.0,12.0,5000000.0,0.0,0.0,6,-1
200,4,4.3,46353.0,21.0,1000000.0,0.0,0.0,6,-1
201,4,4.0,1279184.0,0.0,50000000.0,0.0,0.0,6,-1
202,4,4.2,88073.0,0.0,10000000.0,0.0,0.0,6,-1
203,4,4.5,67000.0,0.0,1000000.0,0.0,0.0,6,1
204,4,4.2,159872.0,0.0,10000000.0,0.0,0.0,6,-1
205,4,4.2,30847.0,55.0,5000000.0,0.0,0.0,6,-1
206,4,4.6,188841.0,3.2,5000000.0,0.0,0.0,6,1
207,4,4.1,11622.0,0.0,5000000.0,0.0,0.0,6,-1
208,4,4.6,95912.0,0.0,5000000.0,0.0,0.0,6,1
209,4,3.1,4034.0,0.0,100000.0,0.0,0.0,6,-1
210,4,3.9,45964.0,16.0,1000000.0,0.0,0.0,6,-1
211,4,4.3,14955.0,0.0,1000000.0,0.0,0.0,6,-1
212,4,4.1,6903.0,14.0,1000000.0,0.0,0.0,6,-1
213,4,4.4,31614.0,37.0,10000000.0,0.0,0.0,6,1
214,4,4.1,23055.0,0.0,5000000.0,0.0,0.0,6,-1
215,4,4.1,19023.0,0.0,1000000.0,0.0,0.0,6,-1
216,4,4.5,207372.0,11.0,5000000.0,0.0,0.0,6,1
217,4,4.4,1225.0,25.0,100000.0,0.0,0.0,6,1
218,4,4.4,380837.0,7.3,10000000.0,0.0,0.0,6,1
219,4,4.3,10600.0,6.5,1000000.0,0.0,0.0,6,-1
220,4,4.4,74359.0,25.0,1000000.0,0.0,0.0,6,1
221,4,4.6,822.0,3.1,100000.0,0.0,0.0,6,1
222,4,4.2,80805.0,0.0,5000000.0,0.0,0.0,6,-1
223,4,4.4,2287.0,1.5,1000000.0,0.0,0.0,6,1
224,4,4.7,4162.0,7.5,100000.0,0.0,0.0,6,1
225,4,3.8,14760.0,8.6,50000000.0,0.0,0.0,6,-1
226,4,3.9,23243.0,0.0,5000000.0,0.0,0.0,6,-1
228,4,4.3,8978.0,0.0,1000000.0,0.0,0.0,6,-1
229,4,4.2,80805.0,0.0,5000000.0,0.0,0.0,6,-1
230,4,4.4,42492.0,0.0,1000000.0,0.0,0.0,6,1
231,4,4.7,286897.0,39.0,10000000.0,0.0,0.0,6,1
232,4,4.5,103755.0,14.0,10000000.0,0.0,0.0,6,1
233,4,4.2,46505.0,19.0,1000000.0,0.0,0.0,6,-1
234,4,4.7,11442.0,6.8,100000.0,4.99,0.0,6,1
235,4,4.8,10295.0,39.0,100000.0,4.99,0.0,6,1
236,4,4.2,159872.0,0.0,10000000.0,0.0,0.0,6,-1
237,4,4.2,296.0,14.0,50000.0,0.0,0.0,6,-1
238,4,4.3,29313.0,20.0,5000000.0,0.0,0.0,6,-1
239,4,4.4,70991.0,0.0,5000000.0,0.0,0.0,6,1
240,4,4.4,51507.0,0.0,5000000.0,0.0,0.0,6,1
241,4,4.1,1802.0,26.0,100000.0,0.0,0.0,6,-1
242,4,3.8,1383.0,51.0,100000.0,0.0,0.0,6,-1
243,4,4.3,23175.0,41.0,1000000.0,0.0,0.0,6,-1
244,4,3.8,5868.0,20.0,500000.0,0.0,0.0,6,-1
245,4,3.5,2111.0,0.0,100000.0,0.0,0.0,6,-1
246,4,4.1,5448.0,12.0,500000.0,0.0,0.0,6,-1
247,4,4.6,4159.0,48.0,500000.0,0.0,0.0,6,1
248,4,4.3,20815.0,10.0,1000000.0,0.0,0.0,6,-1
249,4,4.5,78662.0,22.0,1000000.0,0.0,0.0,6,1
250,4,4.1,7149.0,11.0,1000000.0,0.0,0.0,6,-1
251,4,4.5,3079.0,8.5,100000.0,0.0,0.0,6,1
252,4,4.6,5800.0,8.6,100000.0,0.0,0.0,6,1
253,4,4.0,6989.0,0.0,1000000.0,0.0,0.0,6,-1
254,4,4.2,16422.0,28.0,1000000.0,0.0,0.0,6,-1
255,4,4.4,108741.0,28.0,10000000.0,0.0,0.0,6,1
256,4,4.4,31614.0,37.0,10000000.0,0.0,0.0,6,1
257,4,4.0,624.0,9.0,100000.0,0.0,0.0,6,-1
258,4,4.2,1661.0,46.0,100000.0,0.0,0.0,6,-1
259,4,4.2,97702.0,0.0,5000000.0,0.0,0.0,6,-1
260,4,4.1,308.0,14.0,50000.0,0.0,0.0,6,-1
261,4,4.0,6989.0,0.0,1000000.0,0.0,0.0,6,-1
262,4,3.8,5211.0,26.0,1000000.0,0.0,0.0,6,-1
263,4,3.9,1058.0,23.0,500000.0,0.0,0.0,6,-1
264,4,3.9,78172.0,0.0,10000000.0,0.0,0.0,6,-1
265,4,4.2,159872.0,0.0,10000000.0,0.0,0.0,6,-1
266,4,4.2,296.0,14.0,50000.0,0.0,0.0,6,-1
267,4,4.3,29313.0,20.0,5000000.0,0.0,0.0,6,-1
268,4,4.4,70991.0,0.0,5000000.0,0.0,0.0,6,1
269,4,4.4,51507.0,0.0,5000000.0,0.0,0.0,6,1
270,4,4.1,1802.0,26.0,100000.0,0.0,0.0,6,-1
271,4,3.8,1383.0,51.0,100000.0,0.0,0.0,6,-1
272,4,4.3,23175.0,41.0,1000000.0,0.0,0.0,6,-1
273,4,3.8,5868.0,20.0,500000.0,0.0,0.0,6,-1
274,4,3.5,2111.0,0.0,100000.0,0.0,0.0,6,-1
275,4,4.1,5448.0,12.0,500000.0,0.0,0.0,6,-1
276,4,4.6,4159.0,48.0,500000.0,0.0,0.0,6,1
277,4,4.3,20815.0,10.0,1000000.0,0.0,0.0,6,-1
278,4,4.5,78662.0,22.0,1000000.0,0.0,0.0,6,1
279,4,4.1,7149.0,11.0,1000000.0,0.0,0.0,6,-1
280,4,4.5,3079.0,8.5,100000.0,0.0,0.0,6,1
281,4,4.6,5800.0,8.6,100000.0,0.0,0.0,6,1
282,4,4.0,6989.0,0.0,1000000.0,0.0,0.0,6,-1
283,4,4.2,16422.0,28.0,1000000.0,0.0,0.0,6,-1
284,4,4.3,8978.0,0.0,1000000.0,0.0,0.0,6,-1
285,4,4.2,80804.0,0.0,5000000.0,0.0,0.0,6,-1
286,4,4.4,42492.0,0.0,1000000.0,0.0,0.0,6,1
287,4,4.7,286897.0,39.0,10000000.0,0.0,0.0,6,1
288,4,4.5,103755.0,14.0,10000000.0,0.0,0.0,6,1
289,4,4.2,46505.0,19.0,1000000.0,0.0,0.0,6,-1
290,4,4.7,11442.0,6.8,100000.0,4.99,0.0,6,1
291,4,4.8,10295.0,39.0,100000.0,4.99,0.0,6,1
292,4,4.1,217730.0,0.0,50000000.0,0.0,0.0,6,-1
293,4,4.3,1002859.0,35.0,100000000.0,0.0,0.0,6,-1
294,4,4.4,51510.0,0.0,5000000.0,0.0,0.0,6,1
295,4,4.5,413.0,29.0,10000.0,0.0,0.0,6,1
296,4,4.3,23175.0,41.0,1000000.0,0.0,0.0,6,-1
297,5,4.5,1013635.0,0.0,10000000.0,0.0,1.0,7,1
298,5,4.6,24005.0,4.9,500000.0,0.0,4.0,7,1
299,5,4.7,57106.0,27.0,1000000.0,0.0,1.0,7,1
300,5,4.7,2249.0,32.0,500000.0,0.0,0.0,7,1
301,5,4.8,516.0,12.0,50000.0,0.0,0.0,8,1
302,5,3.9,834.0,15.0,50000.0,0.0,3.0,7,-1
303,5,4.1,1010.0,11.0,50000.0,0.0,3.0,7,-1
304,5,4.4,238970.0,28.0,1000000.0,0.0,1.0,7,1
305,5,4.6,302.0,2.2,10000.0,0.0,1.0,7,1
306,5,4.5,438.0,3.4,10000.0,0.0,0.0,7,1
307,5,4.7,73.0,8.3,10000.0,0.0,0.0,7,1
308,5,4.4,39.0,4.3,10000.0,0.0,2.0,7,1
309,5,4.5,144.0,4.7,10000.0,0.0,0.0,7,1
310,5,3.9,2181.0,10.0,100000.0,0.0,1.0,7,-1
311,5,3.2,93965.0,15.0,5000000.0,0.0,1.0,7,-1
312,5,3.2,1446.0,7.1,100000.0,0.0,3.0,7,-1
313,5,4.1,12088.0,21.0,1000000.0,0.0,3.0,7,-1
314,5,4.5,314.0,6.1,100000.0,0.0,0.0,7,1
315,5,4.2,25671.0,0.0,1000000.0,0.0,1.0,7,-1
316,5,4.2,15194.0,15.0,1000000.0,0.0,1.0,7,-1
317,5,3.7,22551.0,11.0,1000000.0,0.0,1.0,7,-1
318,5,4.5,29839.0,29.0,1000000.0,0.0,1.0,7,1
319,5,4.6,279.0,3.3,100000.0,0.0,0.0,7,1
320,5,4.5,564387.0,0.0,5000000.0,0.0,0.0,7,1
322,5,4.7,1677.0,40.0,100000.0,0.0,0.0,7,1
323,5,4.4,757.0,10.0,10000.0,0.0,1.0,7,1
324,5,3.5,115.0,9.1,10000.0,0.0,3.0,7,-1
325,5,3.3,125.0,4.7,5000.0,0.0,1.0,7,-1
326,5,4.5,9952.0,38.0,500000.0,0.0,2.0,7,1
327,5,4.4,18814.0,0.0,1000000.0,0.0,3.0,7,1
328,5,4.2,21.0,6.7,5000.0,0.0,0.0,7,-1
329,5,5.0,15.0,37.0,1000.0,0.0,0.0,7,1
330,5,4.4,51981.0,0.0,5000000.0,0.0,0.0,7,1
331,5,4.7,3596.0,7.8,10000.0,0.0,1.0,7,1
332,5,4.4,1006.0,19.0,50000.0,0.0,0.0,7,1
333,5,4.4,5968.0,5.7,1000000.0,0.0,0.0,7,1
334,5,4.6,4895.0,35.0,100000.0,0.0,0.0,7,1
335,6,4.0,56642847.0,0.0,1000000000.0,0.0,0.0,9,-1
336,6,4.4,69119316.0,0.0,1000000000.0,0.0,0.0,9,1
337,6,4.3,125257.0,17.0,10000000.0,0.0,1.0,9,-1
338,6,4.3,9642995.0,0.0,1000000000.0,0.0,0.0,9,-1
339,6,4.4,1429035.0,0.0,100000000.0,0.0,0.0,9,1
340,6,4.3,4604324.0,0.0,1000000000.0,0.0,0.0,9,-1
341,6,4.0,3419249.0,0.0,1000000000.0,0.0,0.0,9,-1
342,6,4.3,11334799.0,0.0,500000000.0,0.0,0.0,9,-1
343,6,4.3,158679.0,8.8,5000000.0,0.0,0.0,9,-1
344,6,4.4,3075028.0,0.0,100000000.0,0.0,0.0,9,1
345,6,4.3,4187998.0,16.0,100000000.0,0.0,0.0,9,-1
346,6,4.3,659395.0,11.0,100000000.0,0.0,0.0,9,-1
347,6,4.3,4785892.0,11.0,500000000.0,0.0,0.0,9,-1
348,6,4.3,66602.0,0.0,50000000.0,0.0,0.0,9,-1
349,6,4.3,30209.0,15.0,5000000.0,0.0,0.0,9,-1
350,6,4.0,36901.0,6.6,5000000.0,0.0,0.0,9,-1
351,6,4.5,5149854.0,0.0,100000000.0,0.0,0.0,9,1
352,6,4.3,192948.0,6.6,10000000.0,0.0,0.0,9,-1
353,6,3.7,99559.0,0.0,10000000.0,0.0,0.0,9,-1
354,6,4.5,437674.0,0.0,10000000.0,0.0,0.0,9,1
355,6,3.9,13698.0,5.1,10000000.0,0.0,0.0,9,-1
356,6,4.4,2473509.0,0.0,100000000.0,0.0,0.0,9,1
357,6,3.6,20769.0,18.0,1000000.0,0.0,0.0,9,-1
358,6,4.4,36880.0,4.0,1000000.0,0.0,0.0,9,1
359,6,4.2,171031.0,0.0,10000000.0,0.0,0.0,9,-1
360,6,4.4,63543.0,0.0,5000000.0,0.0,0.0,9,1
361,6,4.1,45487.0,0.0,10000000.0,0.0,0.0,9,-1
362,6,4.4,615381.0,37.0,10000000.0,0.0,3.0,9,1
363,6,4.3,2451083.0,0.0,100000000.0,0.0,1.0,9,-1
364,6,4.2,33053.0,22.0,5000000.0,0.0,0.0,9,-1
365,6,4.2,5387333.0,0.0,100000000.0,0.0,0.0,9,-1
366,6,4.4,3648120.0,3.3,100000000.0,0.0,1.0,9,1
367,6,4.4,136662.0,32.0,10000000.0,0.0,0.0,9,1
368,6,3.9,42370.0,37.0,1000000.0,0.0,0.0,9,-1
369,6,4.2,781810.0,0.0,100000000.0,0.0,0.0,9,-1
370,6,4.4,3128250.0,0.0,100000000.0,0.0,3.0,9,1
371,6,4.6,2083237.0,0.0,500000000.0,0.0,0.0,9,1
372,6,4.3,541389.0,0.0,10000000.0,0.0,0.0,9,-1
373,6,4.3,46702.0,0.0,1000000.0,0.0,0.0,9,-1
374,6,4.4,2939.0,17.0,100000.0,0.0,0.0,9,1
375,6,3.7,13761.0,0.0,10000000.0,0.0,0.0,9,-1
376,6,4.3,258556.0,0.0,10000000.0,0.0,0.0,9,-1
377,6,3.9,40751.0,35.0,10000000.0,0.0,1.0,9,-1
378,6,4.5,17712922.0,40.0,500000000.0,0.0,1.0,9,1
379,6,3.7,25021.0,61.0,5000000.0,0.0,0.0,9,-1
380,6,4.3,27187.0,66.0,5000000.0,0.0,0.0,9,-1
381,6,4.4,69119316.0,0.0,1000000000.0,0.0,0.0,9,1
382,6,4.0,56646578.0,0.0,1000000000.0,0.0,0.0,9,-1
383,6,4.3,4785988.0,11.0,500000000.0,0.0,0.0,9,-1
384,6,4.0,122498.0,0.0,10000000.0,0.0,0.0,9,-1
385,6,4.3,11334973.0,0.0,500000000.0,0.0,0.0,9,-1
386,6,4.0,3419433.0,0.0,1000000000.0,0.0,0.0,9,-1
387,6,4.1,132014.0,25.0,10000000.0,0.0,0.0,9,-1
388,6,4.2,83239.0,14.0,5000000.0,0.0,0.0,9,-1
389,6,4.2,594728.0,0.0,50000000.0,0.0,0.0,9,-1
390,6,4.2,5387446.0,0.0,100000000.0,0.0,0.0,9,-1
391,6,4.1,10484169.0,0.0,1000000000.0,0.0,0.0,9,-1
392,6,4.4,3128509.0,0.0,100000000.0,0.0,3.0,9,1
393,6,4.3,2451093.0,0.0,100000000.0,0.0,1.0,9,-1
394,6,4.2,171031.0,0.0,10000000.0,0.0,0.0,9,-1
395,6,4.4,2876500.0,24.0,100000000.0,0.0,0.0,9,1
396,6,4.2,781810.0,0.0,100000000.0,0.0,0.0,9,-1
397,6,4.1,28238.0,17.0,1000000.0,0.0,0.0,9,-1
398,6,4.3,335646.0,8.3,10000000.0,0.0,0.0,9,-1
399,6,4.3,350154.0,0.0,10000000.0,0.0,0.0,9,-1
400,6,4.5,349384.0,8.2,10000000.0,0.0,0.0,9,1
401,6,4.3,346982.0,0.0,10000000.0,0.0,0.0,9,-1
402,6,4.2,244863.0,0.0,10000000.0,0.0,0.0,9,-1
403,6,4.2,10790289.0,0.0,500000000.0,0.0,0.0,9,-1
404,6,4.5,330761.0,0.0,10000000.0,0.0,0.0,9,1
405,6,4.3,37320.0,8.4,1000000.0,0.0,0.0,9,-1
406,6,4.3,12842860.0,0.0,100000000.0,0.0,0.0,9,-1
407,6,4.3,2546527.0,0.0,100000000.0,0.0,0.0,9,-1
408,6,4.4,36893.0,4.0,1000000.0,0.0,0.0,9,1
