@relation LinearRegression

@attribute Reviews numeric
@attribute Rating numeric

@data
17529,4.1
177263,4.2
237468,4.8
32254,4.4
483565,4.4
552441,4.4
60308,4
457283,4.5
93825,4.4
32283,4.1
15287,4.2
205739,4.5
14873,4.3
7820209,4.5
9498,4
4604483,4.3
4188142,4.3
88427,4.2
305218,4.5
183374,4.6
20901,4.1
122595,4
124346,4.2
837842,4.6
255,4.1
41420,4.3
44706,4.2
23707,4.3
3419513,4
4785988,4.3
594728,4.2
11335255,4.3
10484169,4.1
5387446,4.2
29208,4.1
191032,4.6
350154,4.3
244863,4.2
10790289,4.2
2546527,4.3
1545,4.2
57,2.6
2,3.5
516801,4
285726,4.1
76646,3.7
2556,4.1
7779,4.2
61637,4.5
12632,4.4
313724,4.2
48845,4
305708,4.1
31320,3.1
172460,4.4
4195,4.2
11633,4.1
10212,3.9
37053,4.3
667,4.4
13202,3.5
28671,4
1157,3.3
212626,4.5
222888,4.4
2067,4.1
1643,3.9
105,3.9
3414,3.6
42194,4
11806,3.6
1999,3.4
22544,4.2
97684,4.1
2519,3.4
1146,3
13046,4.6
17268,4.1
8722,3.9
953,1.9
2593,3.5
5377,2.5
852,3.9
212,3.4
1972,3.5
35206,4.4
5164,3.8
1939,4.2
277,2.5
80,2.8
825,4.1
40035,4.2
1093,3.5
135418,4.3
1601,3.3
2212,4.1
57081,4.2
241,3.5
63986,4.2
7888,4.4
535,4.1
5084,4.2
2430,4.3
285726,4.1
48845,4
2556,4.1
7779,4.2
837,3
12632,4.4
61637,4.5
5377,2.5
11633,4.1
313724,4.2
738,4
305708,4.1
953,1.9
4631,3.3
222888,4.4
17268,4.1
5164,3.8
4953,4.1
4195,4.2
28671,4
212626,4.5
1439,3.7
1645,3.9
13204,3.5
853,3.9
337,4
13049,4.6
51698,4
923,4.1
1546,4.2
149,3.3
198,4.4
135420,4.3
22545,4.2
8723,3.9
23170,4.3
13890,3.4
57083,4.2
537,4.1
13440,4
143,3.6
1059,4.2
894,3.5
6191,4
2212,4.1
15081,4.1
80,2.8
218,4.4
35205,4.4
243950,4.2
236,4.1
5152,4.2
1576,3.9
6701,4.1
40039,4.2
742,3.9
187,4
2506,4.2
182986,4.5
8661,3.9
8,3.6
59,4.4
35,3.5
28,4.4
125,4.8
185,4.6
6,4.7
110,4.8
3,2.7
5,5
84,4.8
2,5
20,4.8
776,4.9
2,3
14,4.7
1,1
5,5
18,4.7
6,5
5,5
1,3
11,4.1
3,5
101,3.7
120,4.5
24,4.2
6,4.3
4954,4.1
954,1.9
2560,4.1
59,4.4
10212,3.9
105,3.9
42197,4
28,4.4
6,4.7
5168,3.8
12633,4.4
41605,4.4
8,3.6
218,4.4
3,2.7
2433,4.3
185,4.6
80,2.8
35,3.5
5,3.4
125,4.8
791,4.7
110,4.8
5323,4.8
478,4.7
825,4.1
69,3.5
158,4.7
24,3.8
53,2.9
182986,4.5
1157,3.3
97699,4.1
6289924,4.7
181893,4.6
2544,4.7
85375,4.6
314299,4.7
9770,4.5
32346,4.7
4075,4.8
10611,4.6
9321,4.6
56065,4.6
14286,4.2
133136,4.9
2469,3.8
36212,4.2
390,4.4
1090,4.4
266948,4.3
342918,4.5
748,4.4
172640,4.6
61,3.9
1619,4.4
3168,4.3
29855,4.4
6736,4.2
7005,4.4
889,4
5741,4.2
27572,3.8
10852,4.5
9888,4.7
1929,4.5
1516,4.3
215301,4.2
423,4.3
254519,4.7
1107903,4.7
85375,4.6
181893,4.6
211856,4.6
99020,4.5
90481,4.4
32381,4.6
248912,4.5
248555,4.5
215301,4.2
272145,4.4
56897,4.4
8599,4.2
41185,4.5
29980,4.1
304,4
358,4.1
11904,4.3
22251,4.3
22384,4.3
99020,4.5
73404,4.6
12733,4.1
25183,4.6
52743,4.7
61749,4.7
55704,4.3
19277,4.7
13612,4.6
37862,4.6
18372,4.6
656,4.3
240,4.2
275,4
13791,4.5
3692,4.2
2363,4.1
1769,4.4
430,4
756,4.5
3963,4.4
316,4
642,4.2
1058,4.3
2277,4.2
85375,4.6
181893,4.6
6290507,4.7
211856,4.6
90481,4.4
99020,4.5
22384,4.3
32380,4.6
172505,4.5
69493,4.2
8599,4.2
1107884,4.7
41185,4.5
7973,4.6
266935,4.3
5695,4.2
142632,4.7
6290507,4.7
55256,4.4
172508,4.5
54798,4.4
4815,4
75112,4.6
33646,4.4
1107903,4.7
314300,4.7
206527,4.3
9348,4.1
3816,4.2
47847,4.3
16195,4.3
206,4.3
28392,4
3241,4.2
835,4
2525,4
828,3.8
211856,4.6
200058,4.1
1239,3.9
702,4.1
108613,4.5
69498,4.2
148550,4.4
6290507,4.7
3847,4
55256,4.4
84309,4.4
4815,4
172508,4.5
1107948,4.7
266948,4.3
14206,4.5
206532,4.3
9348,4.1
14700,4.3
42828,4.5
40209,4.2
37862,4.6
1405,3.5
69498,4.2
148549,4.4
84311,4.4
211856,4.6
206532,4.3
172508,4.5
256079,4.8
2078,4.4
16103,4.1
11,4.9
21,4.7
31085,4.7
3528,4.7
5456208,4.4
11656,4
28948,4.2
296771,4.3
470089,4.5
10939,3.5
98509,4.2
5241,3.1
22508,4.6
10291,4.2
7165362,4.3
4885646,4.3
141980,4.1
6979,3.8
46618,3.4
103078,4.3
17682,4.4
37000,4.4
175528,4
1828284,3.7
34923,3.9
684116,4.5
46916,4.4
407698,4.3
702975,4.2
32458,4.2
235496,4.5
11661,4.7
653008,4.5
23063,4.5
87384,3.4
411683,4.2
8918,4.3
501498,4.2
2133296,4.6
29690,4.1
130549,4.2
613059,4.2
1633682,4.3
42050,4.4
2646,3.9
21867,4.1
32732,4.3
653008,4.5
243747,4.6
2639,3.6
1511,4.3
44550,4.3
501497,4.2
5456208,4.4
7813,4.1
1033,4.1
2442,4.2
15254,3.9
155234,4.2
310066,3.7
12216,4.5
388089,3.7
92058,3.8
88185,4.3
493,3
33387,4.1
123279,4.2
27424,4.1
60841,3.9
29706,4
288150,4.4
14807,4.2
319692,4
61201,3.9
22998,4
12398,4.2
35928,4
64448,4.3
22378,3.9
501498,4.2
5456599,4.4
296829,4.3
310095,3.7
88185,4.3
388089,3.7
92058,3.8
123279,4.2
319691,4
60841,3.9
288150,4.4
16372,4.5
58028,4.1
33387,4.1
61201,3.9
736864,4.5
29706,4
27424,4.1
1968,3.6
35279,3.8
35931,4
14807,4.2
17247,3.7
87723,3.8
18523,3.7
182103,4.1
197774,3.7
8674,3.9
5456708,4.4
296771,4.3
58082,3.9
388089,3.7
310066,3.7
123279,4.2
88185,4.3
319691,4
7813,4.1
60841,3.9
653008,4.5
27424,3.9
33387,4.1
407719,4.3
288150,4.4
115033,4.1
22997,4
61201,3.9
801,3.9
29706,4
27424,4.1
12398,4.2
35279,3.8
35931,4
22378,3.9
14807,4.2
197774,3.7
8674,3.9
8968,4.2
303,4.3
407719,4.3
732,4.6
1856,4.3
50725,4.6
123279,4.2
243747,4.6
1575,4.5
6238,4.6
9941,3.9
23666,4.2
67554,4.4
38769,4.2
160164,4.3
3771,4.6
256664,4.3
787177,4.5
3782,4
40113,4
7074,4.5
2153,4.5
26089,4
20611,4
811,4.2
15558,4.4
573,4.6
8232,4.6
3089,4.1
3874,4.6
464,4.4
731,4.6
69,4.9
8800,4.5
99,4.6
30,4.7
456,4.3
3200,4.2
5839,4.3
4,5
663,4.4
16,5
1065,4.5
1953,4.5
12,4.8
4298,4.4
1,5
100,3.7
399,4.1
28,4.8
7,4.6
124424,4.4
39041,4.4
52306,3.6
36718,3.7
42644,3.8
278082,4.2
6076,4.2
112656,4.2
335738,3.3
31906,3.4
20672,4.3
957973,4.2
130582,4.7
31218,4.1
167168,4.7
34428,4
15247,3.6
48445,4
35518,3.6
12185,4.3
36746,4.2
21996,4.2
138371,4.1
12073,4
111632,4.1
250706,4.4
706301,4.7
64959,4.5
659741,4.3
510392,4.6
7215,4.3
25508,4
60449,4.5
381788,4.5
10697,3.6
347838,4.2
31804,4.1
3856,3.5
199684,4.4
44545,4
1336246,4.5
257,4.2
57493,4.6
283,4.2
12304,4.8
8188,4.5
11919,4.2
45957,4.3
347838,4.2
126431,4.4
21570,4.4
134564,4.6
283,4.2
16961,4.6
111254,4.6
7731,4.4
5928,4.3
15703,4.2
6148,4.2
861,3.8
8662,4.5
23130,4.6
69973,4.6
1311,4.7
26587,4.6
2417,4.6
706302,4.7
1054,3.8
25166,4.3
129304,4.3
19870,4.5
3596,4.6
161440,4.6
7514,4.7
46106,4.5
15141,4.4
714,3.9
42410,4.5
260547,4.6
4344,4.1
22808,4.5
42809,4.4
16808,4.5
157505,4.6
24647,4.2
1922,4.4
3334,4.1
10658,3.9
57493,4.6
78361,4.5
2594,3.7
13868,4.1
135952,4.4
11066,4.6
8188,4.5
45962,4.3
34861,4.3
37580,4.3
281485,4.4
685,4.3
126447,4.4
129304,4.3
3780,4.4
15192,4.1
5950,4.4
15993,4.2
5905,4.3
7731,4.4
659760,4.3
14627,4.3
1098,3.9
2898,4.1
70782,4.1
11264,4.2
100997,4.5
347874,4.2
3290,4.7
341090,4.4
964,4.6
87951,4.6
250719,4.4
510401,4.6
24729,4.3
78306,4
43313,4.4
1374549,4.6
208463,4.2
6998,4.1
145323,3.6
64784,4.1
32997,4.6
2707,4.7
129737,4.7
611136,4.7
6118,4.7
2473,4.1
109784,3.4
3320,3.8
61,3.7
68103,4.2
8412,3.1
10741,3.5
3803,4.7
155944,4.5
10159,4.2
28008,4.3
43614,4
455377,4.5
1398,4.6
1032935,4.7
32405,4.1
151080,4.3
22513,3.8
90042,4.4
58316,4.3
8509,4.2
19314,4.3
21314,3.8
30224,4.3
731,3.7
454,4.5
14952,3.6
1250,4.8
1726,3.3
14065,4.7
556,4.6
4925,4.6
6507,3.4
11707,4.6
1077,4
46539,4.1
9066,4.5
1962,4.4
22071,4.5
196,4
278,4.1
61881,4.5
2129,4.6
1268,4.1
91359,4.5
22015,4.6
131569,4.5
31986,4.3
22875,3.6
17071,4.4
90242,4.6
483960,4.1
511228,4.3
464,3.9
155944,4.5
1920,4.1
22875,3.6
1032935,4.7
40116,4.3
51517,4.7
7690,4.6
321134,4.4
3755,4.2
104504,4.5
28009,4.3
333208,4.2
35218,4.5
116403,4.5
37517,4.3
292969,4
511420,4.3
428156,4.8
1577,4
38098,4.9
31139,4.8
272337,4.9
220125,4.8
400592,4.4
20098,3.3
117925,4.7
548021,4.6
48276,4.8
471036,4.8
12705,4.8
706,4.5
465,4.4
644,4.5
6238,4.5
144040,4.5
51227,4.8
357417,3.9
199,4.6
827597,4.5
9116,4.5
2071,4.7
50294,4.7
708674,4.4
1140,4.2
232153,3.9
14709,4.2
12029,4.4
1873516,4.6
2880,4.6
270267,4.2
559186,4.5
77777,4.7
8642,4.5
501144,4.5
1861,3.7
1203,4.5
299,4.6
115721,4.6
14810,4.7
183662,4.5
27393,4.5
10445,4.6
49479,4
4848,4.3
20812,4.4
328469,4.5
100406,4.2
205299,4.6
66791,4.9
183669,4.5
399009,4.5
5420,4.6
130104,4.5
251534,4.6
28951,4.6
60096,4.5
106547,4.5
134195,4.4
249855,3.9
27396,4.5
708710,4.4
109756,4.6
38343,4.4
190247,4.5
827651,4.5
115721,4.6
75571,4.5
70769,4.4
2107,4.4
26540,4.4
1608,4.2
19074,4.5
7976,4.5
7586,4.4
2885,4.3
48226,4.6
1026,4.6
28945,4.9
11506,4.4
1288,4.3
6826,4.1
111450,4.6
19543,4.8
233243,4.5
11689,4.7
77563,4.6
5499,4.3
70769,4.4
2107,4.4
48286,4.6
26652,4.3
71269,4.6
20301,4.6
93691,4.5
56145,4.6
20326,4.6
12955,4.5
2681,4.1
325738,4.5
4102,4.6
40296,4.5
4559407,4.8
570242,4.8
1873523,4.6
121838,4.5
62616,4.1
12858,4.4
34356,4.2
50679,4.5
16943,4.3
524299,4.6
267,4
623,4.6
27396,4.5
708710,4.4
75571,4.5
117176,4.6
70416,4.4
15674,4.7
14402,4.4
270294,4.2
144050,4.5
100406,4.2
141163,4.4
183669,4.5
251534,4.6
28951,4.6
1873520,4.6
559262,4.5
501144,4.5
708753,4.4
69395,4.4
827653,4.5
27439,4.5
2490,4
24094,4.6
18539,4.1
3061,4
229210,4.4
20547,4.4
3405,4.1
217,3.5
7895,4.3
32606,4.5
1324,4.2
1873520,4.6
69395,4.4
27439,4.5
2490,4
126017,4.5
24094,4.6
20547,4.4
229214,4.4
2469,4.1
3061,4
18539,4.1
3405,4.1
270294,4.2
32606,4.5
217,3.5
7895,4.3
1324,4.2
1873523,4.6
69395,4.4
14394,4.5
26540,4.4
1812,3.7
13724,4.3
10253,4.5
4642,4.6
16570,4.7
48226,4.6
20161,4.6
2894,4
5038,4.4
11506,4.4
31665,4.8
205299,4.6
13799,4.2
111455,4.6
111462,4.1
57634,4.4
233243,4.5
8576,4.3
11689,4.7
77563,4.6
70769,4.4
417907,4.5
3167,4.8
27386,4.2
162243,4.5
65913,4.1
24977,4.1
6000,4
37711,4.3
175293,4.5
353799,4.6
2758,3.7
1437,3.7
7573,4.2
8481,4.5
10054,4.3
10117,3.9
39189,4.6
3522,4.3
71419,4.4
36857,4.6
39123,4.5
14653,3.8
23013,4.4
114,4.7
287,3.4
4435,4.3
43800,4.3
4281,4
7508,4
491,3.8
22584,4.3
4087,3.6
2496,3.8
103305,4.5
2669,4.6
7619,4.5
126,4.7
273,4.3
2248,3.7
809,4.2
3280,3.4
1478,3.9
2382,4
4450,4
515,4
353800,4.6
4465,4
2427,4.1
6631,3.9
11200,4.4
6896,4.4
4435,4.3
36857,4.6
8481,4.5
162243,4.5
175293,4.5
417907,4.5
3834,4.3
27387,4.2
71421,4.4
22584,4.3
353813,4.6
81,4.1
2087,3.9
58,4.4
3014,4.6
923,4.1
67007,3.8
539,4.6
126862,3.5
48,4.7
1465,4.3
929,4.5
783,4.4
2907,3.4
434,4.3
411,4.3
237,4.6
2580,4.6
130272,4.2
130,4.6
7396,4.4
58055,3.9
1703,4.5
7750,3.8
6,4.3
12657,3.7
26,5
1919,3.2
60170,4.5
831,4.7
8671,4
20145,4.1
912,3.8
2639,4.7
399,4.5
3945,4.2
3781,4.1
1267,3.1
18968,4.1
47497,4.1
601,4.3
140995,4
51357,4.6
13565,4.4
39364,4.4
7287,4.3
161143,4.6
16168,3.2
100,4.5
116079,4.6
815893,4.6
985,4.3
4260,3
726074,4.4
3829,4.4
33572,4.3
6145,3.5
34327,4.3
7457,4.5
41941,3.7
82145,4.5
10944,4.2
665,4.3
2167,4.6
53652,4.5
18961,3.9
9412,4.3
9663,3.3
2225,4.7
23164,4.2
3031,3.2
95557,4.4
7869,3.5
4212,3.7
17368,3.8
6554,3.8
33264,3.7
34782,4.6
6676,4
1067,3.6
1797,3.8
367505,4.1
20304,4.7
7376,3.9
49147,4.1
69177,4.6
3448,4.2
1067,3.6
39724,4.6
3788,4.2
95736,4.4
1658,4.6
20304,4.7
3309,4.1
987,3.9
5208,4
78298,4.1
34802,4.6
6808,4.1
12452,4.1
360,4.1
16637,4.4
1797,3.8
95904,4.3
6808,4.1
12452,4.1
360,4.1
16637,4.4
1797,3.8
95905,4.3
3114,4.4
220,4.2
33,4.4
1533,4.3
28301,4.1
3937,4
894,4.2
21195,4.1
2042,3.9
13213,4.4
118034,4.6
9464,4.5
10097,4.5
28588,4.8
19621,4.4
10544,4.5
4427,4.5
50338,4.6
3346,4.5
4447388,4.5
27722264,4.5
22426677,4.4
254258,4.7
148897,4.5
369203,4.2
5234162,4.4
23133508,4.6
8118609,4.3
10485308,4.3
1497361,4.2
59800,4.6
2610526,4.4
4066989,4.4
3778921,4.5
6198563,4.4
10306,4.3
44891723,4.6
1000417,4.3
17039,4.2
685981,4.2
10393,4.5
14198297,4.5
592068,4.5
1732263,4.7
295241,4.7
1135631,4.5
5566669,4.4
1295557,4.3
270687,3.8
2157930,4.6
506275,4.6
4920817,4.4
23005,4.3
68057,4.1
1300490,4.3
8923587,4.4
4128732,4.6
42053,4.3
257724,4.4
990491,4.7
10216538,4.5
7614130,4.4
760628,4.6
9881829,4.5
2123381,4.4
7671249,4.6
27723193,4.5
4447346,4.5
10485334,4.3
14198602,4.5
44891723,4.6
22428456,4.4
4066980,4.4
3197865,4.5
1351068,4.7
5418675,4.6
9881908,4.5
148895,4.5
1889250,4.7
183846,4.5
230710,4.8
295305,4.7
6198880,4.4
2157930,4.6
5465624,4.5
59854,4.6
1534466,4.7
23134775,4.6
14891223,4.5
7672495,4.6
1137271,4.5
506275,4.6
2610622,4.4
990586,4.7
10354,4.3
8118937,4.3
4921122,4.4
18985,4.3
655067,4.5
7614271,4.4
10434,4.5
5234825,4.4
1385093,4.5
2698348,4.6
1125017,4.7
9882639,4.6
5566805,4.4
74673,4.4
5387639,4.5
2750410,4.6
1295606,4.3
461137,4.5
946926,4.5
9305,4.4
4448791,4.5
1498648,4.2
27724094,4.5
22428456,4.4
1351089,4.7
360630,4.2
1137267,4.5
14200344,4.5
7672495,4.6
5234810,4.4
6074334,4.5
8118937,4.3
1000417,4.3
592282,4.5
1535084,4.7
8118880,4.7
10424925,4.1
230727,4.8
37023,4.4
422244,4.2
98123,4.4
21262,4.7
118253,4.3
141529,4.7
70226,4.2
2251012,4.3
30253,4.4
15763,4.1
84911,4.1
46416,4.2
946926,4.5
7196,4.7
48256,4.6
6427773,4.5
25825,3.1
55380,4.1
148177,3.4
3715656,4.4
1841061,4.3
101686,4.6
275447,4.4
174755,4.3
4578476,4.6
145353,4.2
1499373,4.2
531458,4.5
3714270,4.4
195558,4.2
29940,4.5
230727,4.8
41975,4.4
216675,4.6
2311785,4.5
165888,4.3
541144,4.6
1107310,4.4
29168,4.4
189773,4.5
337752,4.6
102107,4.6
3093358,4.6
42079,4.1
240416,4.5
32506,4.6
70747,4.4
358817,4.7
15403,4.6
38957,4.3
214777,4.5
100609,4.6
1343866,4.2
168717,4.5
549720,4.8
18996,4.1
25094,4.3
93033,4.4
120592,4
187972,4.2
484981,4
2055,4.2
73539,4.5
59017,4.7
5829,4.2
18621,4.4
19922,4.6
21119,4.9
7412,4.4
18125,4.5
10795,4.6
13004,4.2
38207,4.5
9394,4.6
337913,4.6
4449882,4.5
22429716,4.4
3883589,4.6
14200550,4.5
2719142,4.6
1107197,4.4
3716278,4.4
931595,4.3
165928,4.3
1480189,4.6
2468063,4.3
309176,4.3
807338,4.6
446434,4.5
214819,4.5
522466,4.2
584126,4.7
32551,4.3
90218,4
212524,4.4
2045554,4.3
745684,4.6
416540,4.7
16601,4.4
59017,4.7
3057481,4.4
224514,4.3
26247,4.2
22430188,4.4
4449910,4.5
14201891,4.5
27725352,4.5
6199095,4.4
10493,4.3
148945,4.5
1351771,4.7
1889582,4.7
23136735,4.6
44893888,4.6
7614415,4.4
4067651,4.4
295576,4.7
59907,4.6
10460,4.5
10486018,4.3
8119151,4.3
1295625,4.3
3093932,4.6
230849,4.8
9883367,4.5
5235294,4.4
3198176,4.5
10055521,4.5
4129665,4.6
2158580,4.6
506593,4.6
5419676,4.6
990723,4.7
592504,4.5
21892,4.5
1138239,4.5
9883806,4.6
197540,4.5
74695,4.4
5566889,4.4
2698882,4.6
1535973,4.7
14892469,4.5
8923818,4.4
7674252,4.6
1125438,4.7
29445,4.6
655145,4.5
4921451,4.4
5476569,4.5
1083571,4.3
27725352,4.5
1500999,4.2
4230886,4.5
8119154,4.3
5235294,4.4
1535973,4.7
2698889,4.6
990663,4.7
7674252,4.6
2119218,4.4
1327265,4.6
184210,4.5
1003269,4.3
1242855,4.5
401425,4.5
10979062,4.6
515657,4.6
955656,4.3
337913,4.6
1468591,4.5
725897,4.7
549039,4.5
1559650,4.7
292164,4.7
520962,4.6
1381820,4.4
525517,4.3
696,4.5
194969,4.3
327599,4.4
3816799,4.2
10538,4.3
5476569,4.5
105620,4.4
37139,4.7
147791,4.2
347883,4.1
343263,4.5
216849,4.5
354373,4.5
753043,4.1
43055,4.3
80678,4.5
153381,4.4
559,4.5
3073251,4.6
26649,4
2151039,4.3
306764,4.5
22430188,4.4
4067651,4.4
59907,4.6
1500622,4.2
14201604,4.5
280098,4.6
148990,4.5
154264,4.7
26985,4.5
1125438,4.5
5387781,4.5
8923847,4.4
1327269,4.6
23043,4.3
42145,4.4
1295625,4.3
990796,4.7
171448,4.7
2610680,4.4
1300619,4.3
2123793,4.4
21892,4.5
6074627,4.5
104303,4.4
5566908,4.4
1480182,4.6
2750645,4.6
47644,4.4
125647,4.6
4355,4.2
2119235,4.4
214878,4.6
811040,4.6
1536349,4.7
592504,4.5
17044,4.2
155186,4.6
1125566,4.7
5419676,4.6
34494,4.3
260651,4.6
4638163,4.4
4921409,4.4
1468638,4.5
344585,4.2
7614407,4.4
234110,4.3
48615,4.7
470694,4.5
42145,4.4
4449910,4.5
14774,4.4
12753,4.4
33983,4.5
20267,4.6
5761,4.5
11618,4.3
12948,4.7
685,4.4
9779,4.5
369378,4.2
11436,4.5
2150,4.5
48615,4.7
382,4.4
24936,4.3
1109,4.6
974,3.9
108795,4.2
1455,4.5
1024,4.3
1014822,4.5
86961,4.4
7320,4.4
269194,4.8
59843,4.4
18616,4.4
11950,4.3
4289,4.6
68286,4.1
11716,4.5
3323,4.5
36606,4.5
328619,4
10216997,4.5
46741,4.6
530854,4.5
7050,4.5
235906,4.5
17753,4.4
6294400,4.7
520609,4.5
432,4.5
32029,4.2
4207,4.3
64,4.5
96,4.2
82471,4.3
496,4.4
20267,4.6
29436,4.6
19230,4.5
11126,4.2
23671,4.5
9652,4.6
9626,4.6
29319,4.1
1791,4.5
9199,4.6
14014,4.6
110877,4.5
160,4.3
10366,3.8
47644,4.5
530792,4.1
12137,4.8
237,3.9
6404,4.5
6356,4.4
169,4.3
8,4.2
2,3
4450855,4.5
86961,4.4
10216997,4.5
48701,4.7
15246,4.1
520654,4.5
4076,4.5
530904,4.5
106750,4.6
33785,4.3
4207,4.3
58795,4.5
3235,4.2
47031,4.2
131,4.4
114,4.5
673203,4.1
2178,4.2
175625,4.1
